 0xb9f02d93,0x6f56ac62,0xef2373e7,0xf2fb6dfe, 0xa70efe75,0x13d1ae14,0x586c8096,0xa46629de,
 0x0277067e,0x67a0a270,0xf0a53a35,0x5fa5a432, 0x4a02397e,0xa004d5b6,0x5d1d9cf9,0xb2701c03,
 0xf1351130,0x9cc784b6,0x2fd3478d,0xc021426a, 0xf2658160,0x38da01c5,0x2cb26809,0x37d80a85,
 0x74d4d7d3,0x85540f60,0xac074c49,0x32ca8dba, 0x4ef8fc4e,0xddfe555d,0x53938439,0x9e8decb2,
 0x57a7fcd2,0xe69e1a23,0xdef03b6e,0x270cf532, 0x23baf93c,0x06de12af,0x0d6d4ec3,0x4ce27033,
 0xc292a326,0xea016a38,0x9325b3e3,0x5978585a, 0x78eb9c74,0xa02dd372,0xbcdcd82d,0x8d51dfe1,
 0x627bfba7,0x74bf44ef,0x54203425,0x94676fba, 0x8ece9a47,0x6ea5fd80,0x83a1030d,0xda6b1fee,
 0x86a8f514,0x4cceefcf,0x9e3e57b5,0x3b29cbb9, 0xa9eaa5ff,0x4ac9b03b,0x3113e3b9,0xc55e98ad,
 0xfd756ab4,0x14b7b542,0x7105a714,0x338a8411, 0xce4f7c59,0xfcc686d0,0x0c87300c,0xa53c0b44,
 0xf467e04c,0xc3a28300,0x12abbcd9,0xe89b96f6, 0x10f4e34e,0xd64e2a03,0x2f956df4,0x93ad17c8,
 0x3292f962,0x86ef8c42,0x4e0cedf6,0xe5e47ff6, 0x9ea43319,0x029fdaaf,0xd8177703,0x9e8e79cc,
 0x5a142b6e,0x85cce1f2,0xce4ae5fc,0x9973cf93, 0x5d3bb973,0xdad5e4da,0x652ccbef,0xe5e231c8,
 0xda9659b4,0x42b443ba,0xbdef94f6,0x81b90745, 0x5c9c953f,0x0bd92c33,0xf913c187,0x7dc84fc9,
 0x8c49e22e,0x2dd1845a,0x9a99d732,0x4281b993, 0x3886b4bf,0xfdb0c755,0x05b58459,0xaec2d4bd,
 0x4d8a7ab8,0x95848fc7,0x3fe18b7f,0xd534ddd2, 0x7e276306,0x4b40dee5,0x1ea6ecc3,0xb4365b55,
 0xcda65d8b,0x17575d9f,0x8c895943,0x93eb3cdb, 0xa459e361,0x980d40c2,0x19d98974,0x045c8488,
 0x6dd9e469,0xddf686dd,0x87fae165,0xda51002c, 0x3110d229,0x09cb73d3,0xfeda7545,0x7576e921,
 0x0924a171,0x07755cba,0xa7ade7a2,0xc40faa02, 0x799146bb,0x1f298044,0x29963880,0xeeb478d6,
 0x9de35137,0x425bfc36,0x6441a631,0xd7bcf230, 0xacef125e,0x1f50a133,0x6dac509d,0xc45ccc04,
 0x714d8925,0xe26d6a31,0xeb7de214,0xa3cca700, 0x2e3f83ec,0xf7739268,0xf7c380c9,0x75cd5d33,
 0x0269f5b3,0xb605ab39,0x2afbd958,0x9120e555, 0x887987bc,0x80cdbecb,0xd20845e3,0x4bac88a2,
 0x40852965,0xf97ea958,0x3e8616f0,0x214fa899, 0xd1d781b9,0x853587ed,0x022e7b17,0x61b92d9f,
 0xd66ad815,0x295114bf,0xca3ab450,0xc5cb4717, 0x671fd618,0xea0afbb5,0x655cf475,0xd1c4abbf,
 0x42990882,0xdda754a0,0xae2af02f,0x9267fc9e, 0x8c978d1b,0x4748aa6f,0x5c0ac60f,0x72f495b2,
 0x1cc956b1,0xb5613322,0xa2c6eb65,0xe9fbfe65, 0x0100579c,0xf0f7c650,0x42977b76,0x76a3ec11,
 0xf1b820e5,0x5114daee,0xf649a98d,0x197d03c5, 0x4fb403c2,0x7cf240f1,0x9ae95248,0xdc86f108,
 0x37a0e37e,0xb6e428c8,0x867a7725,0xd300b881, 0xd45b7e6f,0xc9c05389,0x79194b06,0x57e7c6fe,
 0xd0f333af,0xe9d03053,0x332b1b1b,0x47e2518e, 0xfd3157f1,0x6e552d5c,0xfac24fa2,0xd319b547,
 0xbd92d19f,0x6bb08fe5,0x8e3c3459,0x000c03ac, 0xf6c2fa6c,0x1f1b2aad,0x00054601,0x0e63161e,
 0xb3618f6d,0x1e522b89,0x96f22041,0x0be163d1, 0xa15e324b,0xbbab9da2,0x0b368cea,0x2a7edf47,
 0xbae40b81,0x75a2c6f9,0x477e2127,0xdd1571ae, 0x19c630c9,0x345876e5,0xd71d9222,0xfa2b7f6c,
 0x3415840d,0x121aefa4,0x0194a6cd,0x59bb5cb7, 0x8f863d39,0x0781deac,0x627b6ae0,0x196ba4c8,
 0xdfb7d6f7,0x6c3cb3da,0x6efcb636,0x9ee3f5dd, 0xafb4752c,0x3288bcd4,0x5f721c16,0x5cafd3d4,
 0xe624ee0a,0x4f55c223,0x4a3bcd6a,0xa2cc8c13, 0x4e6188d0,0x662a0330,0xc6579725,0x2c242b44,
 0x4809ba3b,0x7f30ba41,0xba6c5e9a,0x6ad56cfa, 0x8fac23a7,0x4cde32cf,0x2aa20c7e,0x3adb15f1,
 0xd50d14b5,0x59787787,0x49dba958,0xb99a1151, 0xc8c84459,0x61eeaa01,0x80887100,0xbf1baeee,
 0xc29cb0cd,0xe66000b3,0x86316333,0x3c5cb1fd, 0x881514f2,0x2ee5fe17,0x9a5f75a0,0xef5e2071,
 0xd920574d,0xbc47cb04,0x671ff6a6,0x9839bce3, 0x511b6f51,0x4a3aa4e2,0xec33b458,0x8a7581dc,
 0xb9f43c0d,0xe21cc997,0xc20b688d,0x14d8b374, 0x11725dcb,0x37ce35fb,0xbf044304,0x886868bf,
 0xe934d5fa,0x2b98388f,0x9b8289b9,0xbfdeeee9, 0x69992faf,0x1eea7b7a,0x04c0d234,0xf4f79994,
 0xf44ff03f,0x49330ff3,0x5754b0b7,0xf736a1ad, 0xa8359594,0xd793a9e6,0xe0ddd24a,0x1a1ad99c,
 0xb1417ff5,0x3108c52c,0x9566649f,0x924862ac, 0x454f0a9e,0x438f9bde,0xd2f3a19a,0x3a2554eb,
 0xc901bb4e,0x873a3537,0x94b47288,0xdfa913a0, 0x05ed707a,0x270d0895,0xe302083a,0x7f728d65,
 0xd86ddba7,0x09b69e20,0x85f86684,0xad976bf5, 0xac8bf9d9,0x5766e289,0x69b8fae4,0xba652fd6,
 0x72f6a51c,0x62415551,0x9f4525c8,0x798c9407, 0x47a3cef8,0x8f5ab699,0xb826f8a2,0xe8507ddc,
 0x10113b7a,0xe5f4a849,0x77646553,0x82b00ffd, 0x816b909c,0x835f216f,0xeb4577d7,0x1bf13851,
 0x0fb58dcf,0x7f69c035,0x5e92d598,0x8c07b0c0, 0xd11eed21,0xb5e0cac7,0xe989218c,0xb3861075,
 0x46db8424,0x644e6fe6,0x08dfd919,0x14597c78, 0x40be422d,0x82c93480,0x7e927d1d,0xca229991,
 0xa434c4e1,0xd882984c,0xae076451,0x6a04bbec, 0x82993e53,0x017488f2,0xb178ba69,0x3361b90b,
 0x753f048f,0x40e2b8f5,0x8f9a8074,0x539da8a6, 0xa8233972,0x6dbdfcd4,0xa0533848,0x1c4b79e8,
 0x4ea1f0f2,0x46308ebe,0x289bbf0b,0x2670fa39, 0x374bd44f,0xd46d2915,0xe65dcb15,0xdf9d6ad0,
 0x98846b1d,0xd9d4c14c,0x98ed9835,0x55dfc0eb, 0xb6a8f0e1,0x5adf3882,0x7efa9c7c,0xe22fbbc3,
 0xa71d1d35,0xa83682fa,0xf1de32d5,0x5ec4e25a, 0x127f756c,0x669ca278,0xe3371567,0xeb85faf3,
 0xf2e33a43,0xa7845d33,0x4fd92f11,0xe8323083, 0x4aef68d4,0x3cb55aba,0xf213fc41,0xbc237c70,
 0x55f0ffc1,0x1ddd6881,0x7afe2d80,0xf5aba479, 0xbc387de3,0xd12ccecd,0x53126cd1,0xf1753277,
 0xeb2dc1d3,0x837d42fb,0xf77b1282,0x1a426d04, 0x4e9390fd,0x376bbe2c,0x4147559d,0x5d54864f,
 0x17feb7c0,0x5e9e8ccc,0x66e6926f,0x0fff5304, 0x28737592,0x0be4efaf,0xaba1bb0d,0xcc1c488c,
 0x699fd61f,0x1c99f9c9,0x7707bb87,0x803fe6fc, 0x0e6c5bfc,0x7b160bad,0xc68182df,0x0a569501,
 0xc9dcd5d5,0x35cc4c19,0x94ae7146,0xf15ab07f, 0x343e1e16,0xafffb705,0x540415a5,0x8ad3876d,
 0x0e79c324,0xad3d10dd,0xb59245f7,0x1ec7016b, 0x5cee4cd5,0xe94dd6eb,0xe844600c,0x07037473,
 0xe710a4f1,0x2d07f83b,0x6760f78b,0x879e4c76, 0x61923907,0x503d230c,0xeff2dc29,0xa951f8df,
 0xa09921d6,0x545472f7,0x9d15f3b6,0x1959533c, 0xb37dee61,0xd6341646,0x329a4c41,0xaedb0e1d,
 0xab82f567,0xa2cf618e,0x2754f766,0x91a6f91f, 0x8c800b1d,0x51f2d169,0xa289096b,0x3b7af870,
 0x1526397a,0xe544d400,0xbf539702,0x9bd005df, 0x70eb207c,0x3b82b01d,0xf71ee545,0xd9d81e42,
 0xf7cff939,0x1662533c,0x15f5a171,0xf5275bd8, 0xcb2736a3,0x8987bba7,0xacd303c3,0xec866b2a,
 0x0eeb2514,0x515dd194,0xb43477dd,0x364c9cc2, 0xe34d670a,0x672ec39d,0x135f2f41,0xea63218d,
 0x7e7e5d2e,0x819be05d,0xcc9c2aec,0xb626e729, 0x575f4977,0x953ee058,0x1211b3e1,0xd69948ff,
 0xf3d63f8e,0x926098a6,0xb89026c5,0x83afb141, 0xd0c0c1f6,0x79c39b1b,0xdeb70349,0x6ae7b2fc,
 0xcf55f0e9,0x7db38fb9,0xe9570e97,0x0cc18e6c, 0x1f9c1d7a,0x091d1619,0xc818d1c0,0xda53e2ae,
 0x563ed6f2,0x5b003b2c,0xe937603c,0xf16e1550, 0xc8faa8a8,0xf030da4d,0x30e2e7ca,0x65270129,
 0xad3c7991,0xa80ec16c,0xbef29768,0x18087e27, 0x1c01c0c0,0xd1b63a93,0x006645c9,0x0beede9c,
 0xc322e51e,0xccddcb60,0x33e13560,0x9018e17c, 0x1600743e,0xac6e1337,0xf26d5f6e,0x0dab7ae9,
 0x4ad06357,0x4a2f47c0,0x3d9e1cf9,0x811d6fac, 0xc0bb73f9,0xd3c0d14d,0xcc01ee35,0x063c3898,
 0x45df7860,0x4bc8ef07,0x2c4708ec,0xe2d612f7, 0x7bdc1896,0x8b820b7b,0x884ec43e,0xc3f7e70a,
 0xec6dcec6,0x409a244f,0x5ba1d9e4,0x10f7db81, 0x0c56627b,0x968aca45,0x803817dc,0x493838e1,
 0x133bd3b1,0xc9614955,0x9e34c5bb,0x0dd1bb66, 0x4554ecaf,0x0273f987,0xe101cee5,0x210dc9de,
 0x2f910a9b,0x865150ca,0x3d6db843,0x2da54652, 0xf4d803e0,0xc78a9c3a,0x3e2b6eb2,0xddbc2e94,
 0x50221452,0xd685f80b,0x721dcb3b,0xb2834cfb, 0x17e912ed,0x78e9e09c,0xb4ae1d84,0x8674e2f1,
 0x3e6b1005,0x3c01b96e,0xa2c8e3c0,0xc853654a, 0xd12f4f47,0xd3639b14,0x0768ff16,0xd9edea02,
 0xc395e603,0x6d5ef001,0x2a16c8fb,0x958905a1, 0xeeb25dfd,0x054f6531,0xc974f6d2,0x8c2e8c54,
 0x3eeaf97d,0x404e729b,0x6aacdaa2,0x392232a2, 0xacef735d,0xfbae267e,0xdd6b831e,0x3e53640e,
 0x2cd8320a,0xa9f61f35,0x2f46bc27,0x6adfc5ff, 0x35715ffa,0x11c2a2cc,0x6df4f474,0xe2e9dbc0,
 0xeb099a7c,0x866feeb5,0x29f7cf56,0x9eee38d2, 0x7426d3ed,0x3f680c4f,0x19476f35,0x54afcd1a,
 0xeeade995,0x9ca8f1cf,0x317f4130,0xb1f0c534, 0x28644648,0x6cd2eba3,0x2c39b5cb,0xf4ab8994,
 0xebc6e5d9,0xac640f66,0x523f479e,0x51979b8f, 0x4c7c076d,0xf679f007,0xe46cb5cf,0x82919f98,
 0x8682109c,0xb7465448,0xeeb27b52,0xd5c1b5a5, 0x2816b943,0xe72060c0,0x9eb103a1,0x25849316,
 0x59110c30,0x01e3b3ef,0x4f59f4d1,0x1caf8b65, 0x0e75b8d7,0x50436443,0xdb43e5e3,0x06e0f622,
 0xbfe6e8ca,0x2d29eb30,0x5843022e,0xc3285824, 0x96146bc7,0xf9d263da,0xc9123e2c,0xf0a76ae7,
 0x4a102630,0xc2fff444,0xc0812cd2,0x03993653, 0x1e5dc631,0x75f20948,0xed0cc3e7,0x3570536e,
 0x43a2f751,0xc9e63803,0x4553912f,0x10c59466, 0xbd2279a7,0xed6c06dd,0x358a829b,0x053540ea,
 0x0da986d6,0x53cdc5b1,0x3e5164a7,0x3b7ecc79, 0xaec6c3fb,0xc3ff9ab7,0xefca2008,0xd2e45550,
 0x271b5373,0xbec33c7d,0xb07a5545,0x097f1b79, 0xa1915a2e,0xd10d4108,0xa439a8a3,0x11ea6073,
 0xa4e13e37,0x06edfa1e,0x50797c42,0xc2040593, 0x60f02662,0xbcbfc273,0x367c7fbd,0xabccd2d6,
 0x0f2bb739,0x2c6848a1,0x64465443,0x1f6a46cc, 0x27477688,0x7b145c4f,0x3efa6950,0x38e38f74,
 0x9f5306a2,0xff391511,0x027a07d1,0x5d4adedb, 0x0b0f6df3,0x20f44854,0xf403bd49,0x7470f167,
 0x47c5a667,0x0d2e3a6a,0xcce23a3a,0xe008aa69, 0xc1272d8e,0x59bf5eee,0x92b9136d,0xb47749bb,
 0xd6543b54,0x11c779e4,0xa7d32c61,0x5b431e54, 0x3644ad9e,0x73fc1d15,0x579b06b5,0x70357d6f,
 0x52358481,0xef516fba,0x0736f884,0x9ad5585e, 0xb031d4b2,0x5aeeec1f,0xe3c23399,0xf75882f4,
 0x49513254,0x0ed06442,0x7bfbd2fd,0xbafccb2d, 0x65224472,0xbb955e9a,0xbb2ee00b,0xe1993e49,
 0x27eff66a,0x0e7d46a5,0xcac6313f,0x0e4a1a2f, 0x5525e5f2,0xa7c7e661,0xc9827ac6,0xfc8f0d31,
 0x27d5e78a,0x63a17353,0x8d9d17f8,0xe2befc9c, 0x75f33d1c,0x3fb68eb2,0xfbe0b048,0x88c8abd1,
 0x7140eb4a,0xf9906c0b,0x6f050ef9,0x613948ff, 0x2a63fa7a,0xe452c0d8,0x33500d89,0x07a2698d,
 0xe7ca2376,0x617f8858,0x1d381ac1,0x0b952251, 0x1ad7021e,0xd544f6a6,0x7a187dac,0x3eebe61d,
 0x22aef1f5,0x3fca981b,0xff989f4d,0xae70d87e, 0x72462052,0xe142683d,0xe5279b4f,0x6e3b5f75,
 0xb6c577a7,0x867be11d,0xcb492076,0xec3b5b6a, 0xdec67f86,0x3c9ca40c,0xfbe17b72,0x581db363,
 0x6a57ea7f,0x37088598,0x4dff9a54,0x7c2b3f22, 0x50bf6fc7,0x8d1f2f48,0xedeb74b3,0x00ab37e4,
 0xfb61e6f4,0xe95c7ccf,0x20e96a38,0x8e127c31, 0xaa3cc09c,0x82d14fde,0x3886fc92,0xea33c13e,
 0x7b8b16d5,0x2775fa9f,0x179270c5,0x1d686902, 0x1819e7e8,0xa9f29849,0x20dffbf7,0xb3540be5,
 0xf9e28fe6,0xc085e5e7,0x5705198f,0x5ff3e17b, 0xab59beac,0x42575123,0x9ca35544,0xe5fc705d,
 0xe29b7a7f,0x6834c875,0x48f24fee,0x54536772, 0x0cffcf71,0x7cd3b62a,0x40f9111b,0xae204e42,
 0x8e4ea6fb,0xaee53af4,0xa15c5696,0x85a98c41, 0x99271fc8,0x9d993fdc,0xb4bc1fb9,0x09e98814,
 0xebb0a978,0x848a7c66,0xc5b2deb7,0x76cbb6b5, 0x3c01c663,0x8c2cf5a4,0xdde9bd3e,0xce3a063f,
 0xe11ee702,0xc024319a,0xca721310,0x3b910789, 0x82ba6f00,0xa1e55ee6,0x2422d1fe,0xed53bedb,
 0xfdcba0db,0xe40baefc,0x80cb3fac,0xd3231efc, 0xbaa656d1,0xc112a508,0x6730dfbb,0xee7d0f7e,
 0x50a7d994,0x02122279,0x0c1002c9,0x32245376, 0x92382f8f,0xcd195a47,0x9748ccf0,0xdeabda10,
 0x1def01fa,0xa199219e,0xb784cb5a,0x7ab2a1e8, 0xfc51749a,0x96fab9d4,0x76e00e7f,0xb51dac22,
 0xeb317913,0x117c0ae2,0x394bd311,0xba5b5c6f, 0x83c9982e,0xd5ae879f,0x29b04871,0x7f1d5740,
 0x60433e49,0x0b8a8dc8,0x189d0af3,0xa6a3b7a3, 0x97691053,0xe49ce8ce,0x371b1a92,0x9ec81da1,
 0xa06fc464,0xf8feef8c,0x13964175,0x216bf947, 0xca44f3df,0x88676ddf,0x69aadba4,0xabaea2ce,
 0x56505e9e,0xb1741d03,0xdebf1be4,0x2975367b, 0x2dd23c5e,0xc21eb32c,0xe2b469f4,0x5678d749,
 0x5375049a,0x4d0e1d77,0x5ee1c422,0xc8a5bf1c, 0xf86e0c25,0xa3ab2601,0x89e13461,0x7397d95f,
 0x183e7a98,0xd4941fd1,0x03804ad2,0x5c5f6f8d, 0x4b061792,0xe79c4316,0xe23045bc,0x39865d4c,
 0xd01d070b,0x3eb45f2d,0xc2d74f09,0x07b74a7e, 0xb13eb792,0xa7c9f3f8,0x34397382,0x66fd7290,
 0x17255c7c,0x16cbabf7,0x2fd8f604,0xc0d3a40b, 0x70e8dc32,0x38a37c13,0xf1f4af58,0xfbd918f1,
 0x44cb633a,0x998bb114,0xbd519daf,0x53bf2d47, 0xbe8b38ab,0xf15be0bb,0x34d8503c,0x8b3e9301,
 0x581cb7fc,0xe2a16e27,0x364aece3,0xa6a09e52, 0x4a682579,0x20c1c940,0x6a94190a,0x10177e65,
 0x73e28643,0xd42c6640,0xd65c7f26,0x0a08aba2, 0xbfa28a70,0x6527e7a8,0xd2fc6d74,0xc85e3583,
 0x7c02faf1,0xe2e80a4b,0x34de4d00,0x88226d5b, 0xdacef531,0x50a642d6,0x7a2a8810,0x08f35033,
 0x5c9c11c8,0xfc5c0b03,0xa00a6596,0xd255edae, 0x7184048d,0xa319af24,0x1b56819e,0xfc6ca296,
 0x1db0410f,0x5a75c336,0xe16e7440,0xab75fdbb, 0x20cb88ee,0x82fe1f48,0x39b03f9e,0xe7f66ff3,
 0xc181d849,0xa699acc0,0xff8f1474,0x41ca8f21, 0xb96ba0c0,0xdd688579,0xa3b9d1f7,0x340e1e72,
 0x31107702,0x08d8a0c8,0xf65a5e4e,0xab25301c, 0x6f7a3af1,0xa6d10198,0x94af4e92,0xde02315b,
 0x23aba0d6,0xb3fbe5b9,0x82130f59,0x81375731, 0x45165197,0x35b0b12f,0x649f0d1e,0x9a8de34b,
 0x27ebe715,0xc138a434,0xaebe97bc,0x4e044bb7, 0x7a549a24,0xe18dcb73,0x104d68ed,0x1b22d646,
 0xc0a43912,0x6c53bfcc,0x3416b1d8,0x4238d0d5, 0x30727264,0xe3745101,0x027942e1,0xf664f458,
 0x59342df7,0x3f24c5f5,0x0243238e,0x50e2d21d, 0x6b041a85,0xaf6e9005,0x939e2296,0xfea6821f,
 0x571f2a02,0x3320ebec,0x0bf96c0b,0x77247182, 0x6aa5d9aa,0x1dd49a83,0x6c3fda45,0x910ade32,
 0x5154f179,0x61d55405,0x89af3a9c,0xb273b5b9, 0xbe22677f,0x69bbf0fa,0xd0a96f9e,0x313653d1,
 0x6cb24f3a,0xd3b63e6e,0x0637cd31,0x2a4d12d1, 0x5836dee5,0x946cd249,0x79a0d9b6,0x521fcded,
 0xed07aba3,0xc778258d,0x03e9dd0d,0x06b185e4, 0x28fe4bf7,0x878dacd6,0xae6ac31d,0xf11130be,
 0x67d7b6c9,0x5d3462a1,0xe17474ef,0xeea40569, 0x377f6d5b,0x8712917c,0xb0b6ffe5,0xaf166607,
 0x34c1767f,0x34583dda,0x9738b20e,0x5c5f61da, 0x99ce2cbf,0x631a3f75,0xc83b2176,0xb0783329,
 0xc85911bd,0x098e2d3d,0xaee41d8b,0x271a5b22, 0x26ed31b0,0x9421d97f,0x9134af03,0xddf41978,
 0xea7785d8,0x654a911f,0x3476ae20,0x85e83337, 0x775be730,0x86a30110,0xfa0dde76,0x9ae6d96b,
 0x9f2d5d69,0xfd4eab01,0x89189517,0x1e0d3187, 0x34fc4d03,0x374e6316,0x007697f3,0x0761eddf,
 0xdc55ec50,0x431bf28f,0x9668d0e7,0x2705500b, 0x0a2c3011,0x48f2ea78,0x9c01cdf4,0x86022578,
 0x83b0da52,0x0d36bc1b,0xa1bbcd17,0x4a86c9fe, 0xa531acc3,0x7365108f,0x80eef60d,0x2fe0cbd3,
 0xa9eb13d9,0x9b7676d4,0xa51c7de8,0x8b896866, 0xf5e45322,0x803af023,0xa89ea198,0x1b06ec92,
 0xe6ce7ec2,0x52cbff69,0x522022e8,0x1e75e520, 0xdcdc1534,0xb244eb07,0x76c3dc9c,0x3c53224b,
 0xd5fa31ab,0xa68a43e4,0x47bf4f7c,0x4f823fdf, 0xb7b85a14,0x95dd64d6,0x11c942fb,0xfbb8f321,
 0x285aa02e,0x5d91956c,0x45ba1206,0xf9c4303d, 0xe85e5190,0xb51c9ba7,0xd0b0c8f1,0x6dc72f7e,
 0x623bb87e,0x8da9661a,0xf37bf677,0x961d26ec, 0x30d072e3,0x9818aa51,0xe7730240,0x030abb68,
 0x30583c88,0xe5093ee8,0x1794b73c,0x767f071a, 0x9c89a78d,0x87ac383c,0x246ae6e7,0x85c99a8f,
 0x61831c56,0x4d4b0cf4,0x9132953e,0x8fcef1de, 0x90d021c0,0xc10894ae,0x0c017298,0xe772e088,
 0x1d1b8eb3,0xe63d40df,0x437f6a96,0x913be5c6, 0x198877c3,0x02611178,0xc1293d73,0xa89ea71f,
 0x3401c9bd,0x53f6d154,0x7b440271,0x02a65453, 0x2f1c97e3,0x2fadf342,0x9ae476b1,0x1350b558,
 0x4eff3d4d,0xc83a486d,0x39a67b0c,0x2d6a857d, 0xfbe10adc,0x26ddbf5a,0x651bc797,0x4d02a440,
 0xc6e365cd,0x5eb67964,0x9ea6c102,0xdf14d043, 0x1de97396,0xa14a31dc,0x0795cd5f,0x3599978c,
 0xbb0cc87c,0xb0dd5fa3,0xe2e27acf,0x6d85f521, 0x4c3e3613,0xe34df3da,0xe5795be7,0x04387ace,
 0x1fcd5592,0xffa1995e,0xa0c245f4,0xa2dd01aa, 0x79edf738,0x55582e61,0xf7cbfb19,0xc54a2f77,
 0x4d05a975,0x64d7c507,0x0a8e1583,0x6a05e7b9, 0x71b097d2,0xa6011263,0x214c47d5,0x7aa87f0d,
 0x2d6081d5,0x369102b8,0xe96b55e7,0x07c3ce3f, 0x1202c100,0xc4049d2c,0x2457d52e,0xf63f6e25,
 0x718cf385,0x860e6488,0xebce2b80,0x3df14a90, 0x33e3337e,0x315e2081,0xc0e186d7,0xb035de0f,
 0x21f25aea,0x37eb292a,0x00da137b,0xe1d58a8b, 0xd9929261,0x7e3464c9,0x9d8e2727,0xda1030f0,
 0xd301f5c8,0x53f599b5,0x99060158,0x1ddada2a, 0xf1a98518,0x5ae4a817,0x4b988583,0xc7343c59,
 0x1591b3f8,0xb718d681,0x92569caa,0x1fee2b0c, 0x5447bab9,0x4c65bfe5,0x07d26360,0x12e891bc,
 0x78c0792b,0xa75a8690,0xf0e1c5fe,0x3850a668, 0x72df3b8c,0x1f7e3abb,0xc160acf3,0x66bbf6e6,
 0x356e701c,0xd3a8735a,0xe72e9838,0xd53463b7, 0x7a8cef59,0xe4272f94,0x182373de,0x5eb5f246,
 0xb5c44f2d,0x7adf0fb3,0x0f3cfd01,0x9f5430f6, 0x7eed1c3e,0x22625ab6,0xd7033c93,0x3ad87f28,
 0x93675ff2,0x250fbd7a,0xdb87f8fc,0x7601826c, 0x08cafdd5,0x684b7cf6,0xc9c6fffa,0x5ccd4501,
 0xff094257,0x4937c294,0x43e03454,0x89d6dce5, 0xc3042c2a,0x11a76c9d,0x6a1f3683,0x104032e5,
 0x1d41c9f0,0x6114f996,0xebc6eee7,0x8549b1d4, 0x69588df2,0x8566665a,0x934489df,0xdd977bb6,
 0xca776e9b,0x32da444c,0xb082cef3,0x75f41527, 0x9992db8f,0x6985fdfc,0xd9e35115,0x5c48d3d1,
 0x3f749349,0xdb29de56,0x393ff700,0x57168a37, 0x0c784500,0xa5ec042d,0x2ec94006,0x0090b5fe,
 0xf4ca3a12,0xcc7ca60d,0xe6d87b36,0x3fe8e882, 0x7025bd98,0x43c5d9f6,0x514eab01,0xf660502b,
 0xcb5061a6,0x4b62c877,0x7ae518bf,0x4f3b151e, 0xe2a1e5fc,0x6b957e92,0x21635b9f,0x6ec5da03,
 0x6c0e764b,0x4647548d,0x42f80038,0xee87463a, 0x4e6cc323,0xcfa32f18,0x57679924,0x0bd7659a,
 0x0dd888cc,0x068845f6,0x13b398f4,0x8e070cb7, 0xbf752eea,0x6b304df3,0x74c0ff78,0xef1d0d21,
 0xb3ac9223,0xd29e8376,0x4d753127,0x9ff2cc32, 0xf210a6a3,0xc95249b7,0x9b587ad6,0x79d82026,
 0x0ce9779f,0x060af372,0x45d84139,0xbe32a4ce, 0xba9d2277,0xf092b7d1,0xa57afde6,0xa3f75c5b,
 0x2959a7ab,0xa646ee20,0x3be7b25d,0xa5f987a9, 0x8529f571,0x4390e24b,0xd5e24bca,0xb9e4bd03,
 0xb3cb4d41,0x27bdb4ce,0xffcecd93,0xf9317265, 0xc37d5e7f,0xae3ff1ed,0x5153ef12,0xd9dd350e,
 0xdff99e3b,0x95ac05b0,0x986ed592,0xaf602402, 0x633b3b40,0x1143b741,0x47ec687e,0xfff94ee9,
 0x700faf60,0xe50be834,0x1831c47e,0xbaf78099, 0xe2319e9b,0x607c9295,0x0f006b34,0x6cec03c6,
 0x626b77e9,0xaa4ece2d,0x696b4cd7,0x6f346d81, 0x444ac784,0x825b623c,0x0827a19f,0xd6c2604a,
 0xdf1ce2ae,0xe5e801a9,0x4d9dffd4,0x7e5b5fe8, 0x9cc280f3,0xafd18fb0,0xf47ab57f,0x2e44ac02,
 0x4fac03b8,0x16f7164a,0x991098d6,0xe7817738, 0xe1c87e6e,0x48d37658,0x2a0b3cb8,0x10e7033a,
 0x6c06114e,0xfa90b0e6,0x9ff0697d,0xcb60a731, 0xe1da8ba4,0xa64c9261,0xfc14c7e2,0x417733bf,
 0x25a3d050,0x8f67ad0a,0x797d2aa9,0x4e39f892, 0x3e76d6ac,0xbe4a4028,0x7d45cce8,0x17452a91,
 0xd99103e2,0x80fcee5c,0xc583df50,0x8bfda3c7, 0xdb2fd7f1,0xeb28e4db,0x7fc0600f,0x832b77f1,
 0x9a13df91,0x2aac14ae,0x3e076221,0x16f3a669, 0x45872382,0xc8acd14b,0x9009f75c,0x58714479,
 0x15d51df0,0xc96abad0,0xda01ea06,0xb9b57571, 0x28dfb82f,0x7d109c57,0xd2794ca4,0x2708d3c2,
 0x1569a912,0xab0ee0c2,0x5aa0ead2,0x78eb1e57, 0x0d8c648c,0x389fa538,0xfbd315cf,0x8dc3c714,
 0x7e143e65,0x6b674a2b,0x614f1db4,0xf2c6b4d1, 0x53d6f41a,0x378d42df,0x5b037c7d,0xdfae6674,
 0xd6448eb6,0xd4ddf5c2,0xf787413e,0x8b7b2a2e, 0x1acaecf5,0x7eddf0cb,0x09e694d5,0xc84b1cba,
 0x502879aa,0xa02bee8f,0x3824a16a,0xe34e13b3, 0x63af1275,0x633f3fae,0x24f2bff9,0xe5bbd823,
 0xa1b869f8,0x0ee61920,0x66cea555,0x6bbf9dbc, 0x0f2fd505,0x6b055211,0x0d858649,0xd234dbe3,
 0x4d0a6882,0x065725f2,0x524b557e,0xbc1fc9ce, 0x73b2de45,0x418aa987,0x9162c49d,0x243aba25,
 0xa554d02c,0xff4dfa0a,0x088c4d55,0x35113853, 0x4b22d0c8,0x4d6445ee,0xfe7bc0ae,0xea8c11d9,
